word	type	count	position	team
gregerson	word	553		
minuscule	word	553		
gage	word	553		
collegiate	word	553		
medium	word	553		
michigan	word	552		
quicker	word	552		
upped	word	552		
sensational	word	552		
xera	word	552		
sneak	word	552		
balk	word	551		
forrest	word	551		
continually	word	551		
conservative	word	551		
exposure	word	551		
dec	word	550		
stubbs	word	550		
officials	word	550		
ish	word	550		
tabbed	word	550		
thorpe	word	550		
pond	word	549		
outscored	word	549		
hammerheads	word	549		
broader	word	549		
patino	word	549		
beer	word	549		
lbs	word	549		
canadians	word	548		
revelation	word	548		
wondered	word	548		
povich	word	548		
tracking	word	548		
clicking	word	547		
landscape	word	547		
unlock	word	547		
removing	word	547		
souza	word	546		
narrow	word	546		
bleak	word	546		
makers	word	546		
questioned	word	546		
bout	word	546		
lows	word	546		
graham	word	546		
vladdy	word	545		
mccusker	word	545		
hearts	word	545		
totaling	word	545		
sods	word	545		
phillip	word	544		
compensatory	word	544		
bibee	word	544		
myrtle	word	544		
kris	word	544		
ceo	word	543		
heineman	word	543		
inch	word	543		
infamous	word	543		
detmers	word	543		
carrera	word	542		
em	word	542		
refused	word	542		
cushion	word	542		
yield	word	542		
outman	word	542		
overpowering	word	542		
rake	word	542		
uninspiring	word	542		
gallardo	word	541		
scattered	word	541		
boot	word	541		
vincent	word	541		
attend	word	540		
commanding	word	540		
pundits	word	540		
takeaway	word	540		
brennan	word	540		
framer	word	539		
makings	word	539		
spends	word	539		
hosting	word	539		
mainstay	word	539		
awkward	word	538		
tantalizing	word	538		
contrary	word	538		
resurgent	word	538		
arise	word	537		
blend	word	537		
believing	word	537		
voth	word	537		
birmingham	word	536		
simultaneously	word	536		
glory	word	536		
doyle	word	536		
definitive	word	536		
feared	word	536		
goins	word	535		
scioscia	word	535		
stupid	word	535		
activate	word	535		
blog	word	535		
shaping	word	535		
structural	word	535		
ranging	word	535		
parra	word	534		
hanson	word	534		
downright	word	534		
correctly	word	534		
virtual	word	534		
touching	word	534		
groups	word	534		
loses	word	534		
bourjos	word	533		
haseley	word	533		
shuffle	word	533		
groshans	word	533		
speculatively	word	533		
brace	word	533		
ticks	word	533		
powerhouse	word	533		
bonifacio	word	532		
marrero	word	532		
adeiny	word	532		
outset	word	532		
anyhow	word	532		
silly	word	532		
melky	word	531		
function	word	531		
entry	word	531		
fabian	word	531		
bloop	word	531		
snag	word	531		
buddy	word	531		
ink	word	531		
relay	word	531		
arrives	word	530		
parade	word	530		
icon	word	530		
stretching	word	530		
penchant	word	530		
revolving	word	529		
thad	word	529		
bowie	word	528		
sammon	word	528		
waive	word	528		
tillman	word	528		
youthful	word	528		
slid	word	528		
optioning	word	528		
neutral	word	528		
karns	word	527		
comp	word	527		
dependent	word	527		
barraclough	word	526		
centered	word	526		
tail	word	526		
fueled	word	526		
busch	word	526		
substance	word	526		
rupp	word	525		
aquino	word	525		
research	word	525		
desert	word	525		
obtain	word	525		
midsummer	word	525		
beloit	word	525		
eury	word	525		
engel	word	524		
holaday	word	524		
blair	word	524		
dahl	word	524		
torey	word	524		
calm	word	524		
loading	word	524		
suwinski	word	524		
coppolella	word	523		
neshek	word	523		
swallow	word	523		
teel	word	523		
tour	word	523		
forsythe	word	522		
steam	word	522		
bode	word	522		
abundance	word	522		
eyeing	word	522		
foreign	word	522		
stealers	word	521		
sheldon	word	521		
repeating	word	521		
ballparks	word	521		
wow	word	521		
skid	word	520		
precautionary	word	520		
sparkling	word	520		
healthier	word	520		
melendez	word	520		
goodrum	word	520		
perception	word	520		
cheating	word	519		
wishes	word	519		
knizner	word	519		
guide	word	519		
headliner	word	519		
hancock	word	519		
induce	word	519		
pohlad	word	519		
emotions	word	518		
intends	word	518		
cheer	word	518		
juggernaut	word	518		
overview	word	517		
silent	word	517		
diligence	word	517		
shortcomings	word	517		
blach	word	517		
ardaya	word	517		
bendix	word	517		
satisfied	word	517		
introduced	word	517		
neighborhood	word	517		
gardenhire	word	516		
downturn	word	516		
dashawn	word	516		
upwards	word	516		
productivity	word	516		
explosive	word	516		
pregame	word	516		
controversial	word	516		
imai	word	515		
wilpons	word	515		
thaiss	word	515		
brink	word	515		
eliminate	word	515		
longenhagen	word	515		
contingent	word	515		
participating	word	514		
streaky	word	514		
belonged	word	514		
authority	word	514		
buried	word	514		
harm	word	514		
uncomfortable	word	514		
pays	word	514		
joke	word	513		
brothers	word	513		
seal	word	513		
squeezed	word	513		
rollins	word	512		
torres	word	512		
knocks	word	512		
traveling	word	512		
lind	word	511		
covey	word	511		
slew	word	511		
compiling	word	511		
gaudy	word	511		
sabato	word	511		
desirable	word	511		
tendencies	word	511		
sentiment	word	511		
deshields	word	510		
homeruns	word	510		
passion	word	510		
occupied	word	510		
rocked	word	510		
genuinely	word	510		
volatile	word	509		
rested	word	509		
tweaks	word	509		
accordingly	word	509		
threats	word	509		
erased	word	509		
feb	word	509		
disappoint	word	509		
gasper	word	508		
rushed	word	508		
positioning	word	508		
controversy	word	508		
index	word	508		
language	word	508		
illness	word	508		
car	word	507		
jayce	word	507		
boat	word	507		
brebbia	word	507		
art	word	507		
pensacola	word	507		
ethic	word	507		
duquette	word	506		
shined	word	506		
millions	word	506		
analysts	word	506		
monitoring	word	506		
plummeted	word	506		
palka	word	505		
sleep	word	505		
oriented	word	505		
dynasty	word	505		
tack	word	504		
automatic	word	504		
trails	word	504		
mendick	word	504		
prato	word	504		
swapped	word	504		
developmental	word	503		
trick	word	503		
ailing	word	503		
newcomer	word	502		
draftee	word	502		
ensuing	word	502		
shelled	word	502		
craft	word	501		
bard	word	501		
cement	word	501		
ritter	word	501		
gains	word	501		
trial	word	500		
firepower	word	500		
healey	word	500		
yin	word	499		
redbird	word	499		
map	word	499		
del	word	499		
trevino	word	499		
refuse	word	499		
fails	word	499		
bote	word	499		
assess	word	499		
martes	word	498		
cutch	word	498		
smashed	word	498		
awaiting	word	498		
overlook	word	498		
online	word	498		
spur	word	498		
stuart	word	498		
joakim	word	497		
wary	word	497		
fortunes	word	497		
resumed	word	497		
cuff	word	497		
petit	word	496		
loaisiga	word	496		
plouffe	word	496		
vintage	word	496		
horrendous	word	496		
fixed	word	496		
plane	word	496		
notching	word	496		
braden	word	496		
inspiring	word	496		
indicative	word	496		
disposal	word	496		
imaging	word	496		
atmosphere	word	496		
sampson	word	495		
stake	word	495		
blocks	word	495		
langeliers	word	495		
wet	word	495		
wiggle	word	494		
cruised	word	494		
releasing	word	494		
mckinstry	word	494		
suero	word	494		
uehara	word	493		
flexible	word	493		
flashy	word	493		
goodbye	word	493		
chemistry	word	493		
alter	word	493		
snap	word	493		
weapons	word	493		
forthcoming	word	492		
adversity	word	492		
request	word	492		
hammered	word	492		
faded	word	492		
understands	word	492		
elevate	word	492		
scheme	word	491		
norby	word	491		
priorities	word	491		
barlow	word	491		
covers	word	491		
court	word	491		
sinking	word	491		
hears	word	490		
aftermath	word	490		
glass	word	490		
papelbon	word	489		
rentals	word	489		
sammy	word	489		
failures	word	489		
fry	word	489		
yangervis	word	488		
oddly	word	488		
shoes	word	488		
avenue	word	488		
whichever	word	488		
cassavell	word	488		
constraints	word	488		
stomach	word	488		
cimber	word	488		
reflection	word	488		
narrowly	word	488		
rotator	word	488		
berry	word	487		
conclude	word	487		
joint	word	487		
clauses	word	487		
inexpensive	word	487		
ferguson	word	487		
hinted	word	487		
bae	word	487		
liking	word	487		
phoenix	word	486		
impacts	word	486		
facility	word	486		
supply	word	486		
funk	word	485		
pill	word	485		
math	word	485		
wealth	word	485		
food	word	485		
kjerstad	word	485		
connect	word	485		
uphill	word	485		
polished	word	485		
hundley	word	484		
rum	word	484		
ca	word	484		
hansel	word	484		
employed	word	484		
hittable	word	484		
mexican	word	484		
altherr	word	483		
lackey	word	483		
bunter	word	483		
flame	word	483		
woeful	word	483		
subscribe	word	483		
heath	word	483		
coordinator	word	483		
flamethrower	word	483		
rotate	word	483		
beaten	word	482		
interleague	word	482		
mount	word	482		
darin	word	482		
smoke	word	482		
bolstering	word	482		
tendering	word	481		
wilyer	word	481		
paint	word	481		
carve	word	481		
reflects	word	481		
testament	word	481		
banged	word	481		
producer	word	481		
tomlin	word	480		
dixon	word	480		
loney	word	480		
javy	word	480		
deepest	word	480		
description	word	480		
pepiot	word	480		
yainer	word	480		
latos	word	479		
adonis	word	479		
lesson	word	479		
button	word	479		
moot	word	479		
trenton	word	478		
tradition	word	478		
rucker	word	478		
darragh	word	478		
excess	word	478		
swapping	word	478		
awaited	word	478		
underperforming	word	478		
mud	word	477		
unexpectedly	word	477		
sour	word	477		
switched	word	477		
consisting	word	477		
traffic	word	477		
kratz	word	476		
children	word	476		
cog	word	476		
cruising	word	476		
staple	word	476		
armed	word	476		
elsinore	word	475		
asks	word	475		
morrow	word	475		
reasoning	word	475		
forecast	word	475		
traits	word	475		
cooperstown	word	475		
accomplishment	word	475		
uncommon	word	475		
introduction	word	475		
transfer	word	475		
fifteen	word	474		
severely	word	474		
saga	word	474		
bolstered	word	474		
lamonte	word	473		
mattered	word	473		
succeeded	word	473		
sheer	word	473		
gambling	word	473		
doubling	word	473		
angry	word	472		
undrafted	word	472		
unhittable	word	472		
parks	word	472		
lecroy	word	472		
whatsoever	word	472		
buchanan	word	472		
planet	word	472		
complain	word	472		
kerry	word	472		
bubba	word	472		
raked	word	472		
gose	word	471		
ned	word	471		
vest	word	471		
cakes	word	470		
lightning	word	470		
fool	word	470		
juiced	word	470		
manageable	word	470		
shell	word	470		
sugar	word	470		
examined	word	469		
walkoff	word	469		
instincts	word	469		
accrued	word	469		
slug	word	469		
develops	word	469		
bullet	word	469		
demanding	word	469		
healy	word	468		
lyons	word	468		
seasoning	word	468		
burden	word	468		
convert	word	468		
handles	word	468		
flux	word	468		
threatened	word	468		
collision	word	468		
activation	word	467		
pavlovic	word	467		
expires	word	467		
tate	word	467		
decisive	word	467		
huascar	word	467		
fluid	word	467		
constitution	word	467		
salisbury	word	466		
indicator	word	466		
altering	word	466		
sacrificing	word	466		
burn	word	466		
applies	word	466		
needy	word	466		
stakes	word	466		
arrighetti	word	466		
guards	word	466		
franmil	word	465		
engage	word	465		
basement	word	465		
spotify	word	465		
alright	word	465		
hwan	word	465		
convincing	word	465		
embrace	word	465		
mackanin	word	464		
identity	word	464		
doubts	word	464		
farther	word	464		
optimal	word	464		
formal	word	464		
acknowledge	word	464		
mychal	word	464		
burleson	word	463		
mine	word	463		
thrust	word	463		
flaherty	word	463		
rc	word	463		
burrows	word	463		
fouled	word	463		
kilian	word	463		
duggar	word	462		
cs	word	462		
altered	word	462		
coaster	word	462		
smeltzer	word	462		
wittenmyer	word	462		
guessed	word	461		
mustered	word	461		
triceps	word	461		
slumped	word	461		
stalwart	word	461		
propel	word	460		
fitzgerald	word	459		
banner	word	459		
shares	word	459		
relieve	word	459		
revere	word	458		
legitimately	word	458		
touki	word	458		
emphasized	word	458		
surrounded	word	458		
mediocrity	word	458		
backend	word	458		
phrase	word	457		
sites	word	457		
pelicans	word	457		
coincidence	word	457		
looms	word	457		
mackey	word	457		
dash	word	456		
sensation	word	456		
improbable	word	456		
competitors	word	456		
lukes	word	456		
neto	word	456		
accident	word	456		
plantar	word	456		
rwar	word	456		
bleacher	word	456		
mature	word	456		
babe	word	456		
perry	word	456		
edinson	word	455		
decidedly	word	455		
ny	word	455		
owens	word	455		
canterino	word	455		
festivities	word	455		
representation	word	454		
saltalamacchia	word	454		
seranthony	word	454		
staring	word	454		
broad	word	454		
intense	word	454		
tenured	word	454		
corpus	word	453		
ironpigs	word	453		
hal	word	453		
mantle	word	453		
absorb	word	453		
toll	word	453		
vocal	word	453		
genuine	word	453		
absences	word	453		
friedl	word	453		
spangenberg	word	452		
parent	word	452		
chapter	word	452		
gallagher	word	452		
seller	word	452		
uncharacteristic	word	452		
harry	word	452		
quantity	word	452		
drake	word	451		
overseas	word	451		
individuals	word	451		
mercado	word	451		
famously	word	451		
skillset	word	450		
mobile	word	450		
jan	word	450		
sequence	word	450		
kelley	word	450		
doctor	word	450		
floyd	word	450		
implemented	word	450		
mend	word	450		
cotton	word	449		
kill	word	449		
chooses	word	449		
ballplayer	word	449		
chipped	word	449		
possession	word	449		
factoring	word	449		
vibes	word	449		
executed	word	449		
uneven	word	449		
hs	word	449		
feldman	word	448		
cecchini	word	448		
sisco	word	448		
northwest	word	448		
fourteen	word	448		
pricey	word	448		
biloxi	word	447		
ignored	word	447		
inspired	word	447		
mired	word	447		
verdict	word	447		
farmhands	word	447		
earnest	word	447		
marathon	word	447		
honored	word	447		
congratulations	word	446		
reviewing	word	446		
thereby	word	446		
competitor	word	446		
baysox	word	445		
gifted	word	445		
afloat	word	445		
bothered	word	445		
thread	word	445		
mission	word	445		
generates	word	445		
costing	word	445		
knees	word	445		
banking	word	445		
default	word	444		
fortes	word	444		
pursuits	word	444		
esque	word	444		
tropeano	word	443		
reminiscent	word	443		
marginal	word	443		
trippers	word	443		
winston	word	442		
mussel	word	442		
utterly	word	442		
assist	word	442		
gilberto	word	442		
intentions	word	442		
cracking	word	442		
heredia	word	441		
q	word	441		
laden	word	441		
duck	word	441		
kaprielian	word	440		
generational	word	440		
knuckleball	word	440		
accolades	word	440		
mash	word	440		
curse	word	440		
laying	word	439		
ceddanne	word	439		
hungry	word	439		
roof	word	439		
rode	word	439		
cons	word	439		
meaningless	word	438		
stateside	word	438		
eleventh	word	438		
chisox	word	438		
baseline	word	438		
amir	word	438		
paulino	word	437		
boon	word	437		
atrocious	word	437		
hovering	word	437		
meniscus	word	437		
protecting	word	437		
finest	word	437		
touches	word	437		
youtube	word	437		
manages	word	437		
nevin	word	437		
duration	word	436		
bother	word	436		
ohl	word	436		
hundred	word	436		
questioning	word	436		
dedicated	word	436		
sizes	word	436		
taxed	word	436		
partly	word	435		
successes	word	435		
fireworks	word	435		
propensity	word	435		
speedster	word	435		
pole	word	435		
corporation	word	435		
died	word	435		
chattanooga	word	434		
dance	word	434		
chasen	word	434		
hoppe	word	434		
roden	word	433		
madson	word	433		
pt	word	433		
anemic	word	433		
notoriously	word	433		
reno	word	433		
battery	word	433		
noticeably	word	433		
strains	word	433		
kutter	word	433		
giovanny	word	433		
ominous	word	433		
alcides	word	432		
illustrated	word	432		
hardware	word	432		
oldest	word	432		
pronounced	word	432		
wisely	word	432		
kiley	word	432		
wherein	word	432		
basketball	word	432		
culprit	word	431		
brightest	word	431		
expanding	word	431		
peters	word	431		
justified	word	431		
basic	word	431		
drilled	word	431		
handedness	word	431		
marking	word	431		
facts	word	431		
okamoto	word	430		
freddie	word	430		
countless	word	430		
bleachers	word	430		
mini	word	430		
owings	word	430		
await	word	430		
shaking	word	430		
pioneer	word	430		
nottingham	word	429		
dodd	word	429		
dictate	word	429		
unsustainable	word	429		
flashing	word	429		
punishment	word	429		
denied	word	429		
stalled	word	429		
yonder	word	428		
bye	word	428		
statements	word	428		
affiliated	word	428		
aided	word	428		
significance	word	428		
flyball	word	428		
unscathed	word	427		
lars	word	427		
beeks	word	427		
hamate	word	427		
sinkers	word	427		
boosted	word	427		
tons	word	427		
soo	word	426		
blueprint	word	426		
directions	word	426		
aza	word	425		
fred	word	425		
anticipation	word	425		
luciano	word	425		
korean	word	425		
jeremiah	word	425		
warming	word	425		
doval	word	425		
storen	word	424		
opines	word	424		
tears	word	424		
suffice	word	424		
coin	word	424		
trayce	word	424		
gibson	word	424		
outbid	word	423		
kurtz	word	423		
villanueva	word	423		
unfamiliar	word	423		
predicts	word	423		
supported	word	423		
shuffling	word	423		
hassell	word	423		
cubbies	word	423		
espinosa	word	423		
cuthbert	word	422		
misiorowski	word	422		
keibert	word	422		
freshman	word	422		
sends	word	422		
mendez	word	422		
proposition	word	422		
peripheral	word	422		
vanmeter	word	422		
ballooned	word	422		
barrier	word	422		
dismissed	word	421		
painter	word	421		
tulsa	word	421		
master	word	421		
distinct	word	421		
resolved	word	421		
fasciitis	word	421		
mop	word	421		
countered	word	421		
justus	word	420		
scuffling	word	420		
definite	word	420		
savvy	word	420		
owing	word	420		
blistering	word	420		
brusdar	word	420		
curveballs	word	420		
blazing	word	420		
keon	word	419		
mathis	word	419		
xba	word	419		
exclusive	word	419		
arnold	word	419		
studs	word	419		
urbina	word	419		
roughed	word	419		
wiemer	word	419		
mcdonald	word	419		
egg	word	419		
davey	word	419		
traction	word	419		
calvin	word	419		
swaggerty	word	418		
burned	word	418		
towering	word	418		
matsui	word	418		
hidden	word	418		
tad	word	418		
bed	word	418		
fade	word	418		
halladay	word	417		
plugged	word	417		
carefully	word	417		
healed	word	417		
item	word	417		
bleier	word	417		
bridich	word	416		
ghost	word	416		
overshadowed	word	416		
stripers	word	416		
discovered	word	416		
recipient	word	416		
junk	word	415		
sales	word	415		
bannon	word	415		
gonsalves	word	415		
valera	word	415		
cbs	word	415		
chairman	word	415		
squads	word	415		
keone	word	414		
jerad	word	414		
ichiro	word	414		
juncture	word	414		
horwitz	word	414		
reminds	word	414		
hank	word	414		
reducing	word	414		
forfeit	word	414		
unimpressive	word	414		
tazawa	word	413		
slammed	word	413		
lousy	word	413		
deny	word	413		
pasquantino	word	413		
criteria	word	413		
slack	word	413		
prioritizing	word	413		
bender	word	413		
reins	word	413		
beede	word	413		
surging	word	412		
hammer	word	412		
mays	word	412		
automatically	word	412		
andrade	word	412		
shipping	word	412		
staumont	word	412		
spasms	word	412		
facilitate	word	411		
montreal	word	411		
favored	word	411		
iconic	word	411		
marketing	word	411		
hatch	word	411		
wandy	word	411		
unsightly	word	411		
boasting	word	411		
fl	word	411		
evenly	word	411		
forgot	word	411		
saladino	word	410		
valencia	word	410		
ovr	word	410		
similarities	word	410		
penny	word	410		
understatement	word	410		
oracle	word	410		
obstacle	word	410		
hosted	word	410		
uncharacteristically	word	410		
zuckerman	word	410		
bally	word	410		
laugh	word	410		
compares	word	409		
glut	word	409		
conversely	word	409		
crush	word	409		
fallback	word	409		
boss	word	409		
grove	word	409		
citing	word	409		
cares	word	409		
theoretical	word	409		
asuaje	word	408		
marcelo	word	408		
rosa	word	408		
newfound	word	408		
unreasonable	word	408		
anniversary	word	408		
arguments	word	408		
bodies	word	408		
ramping	word	408		
adapt	word	408		
lsu	word	408		
employ	word	408		
arthroscopic	word	408		
align	word	408		
pirela	word	407		
tsutsugo	word	407		
overmatched	word	407		
spare	word	407		
clocked	word	407		
plunkett	word	406		
freeze	word	406		
faedo	word	406		
revamped	word	406		
tires	word	406		
trim	word	406		
waived	word	406		
bruise	word	406		
chipper	word	406		
winding	word	406		
kinda	word	406		
sanders	word	406		
surefire	word	406		
demonstrate	word	406		
clamoring	word	406		
extraordinary	word	406		
tweak	word	406		
werth	word	405		
script	word	405		
greeted	word	405		
captured	word	405		
sentence	word	405		
rortvedt	word	405		
declines	word	405		
freak	word	405		
station	word	405		
outperformed	word	405		
rings	word	405		
bulls	word	405		
confirm	word	405		
confused	word	405		
forgettable	word	404		
baggarly	word	404		
wentz	word	404		
holder	word	404		
deeply	word	404		
capabilities	word	404		
communication	word	404		
lion	word	404		
bride	word	404		
interviewed	word	404		
moderate	word	404		
ruben	word	403		
admirably	word	403		
sahadev	word	403		
advertised	word	403		
agreements	word	403		
switching	word	403		
isan	word	402		
trot	word	402		
define	word	402		
fujinami	word	402		
barria	word	402		
edt	word	402		
emotion	word	401		
milner	word	401		
tech	word	401		
holderman	word	401		
groundballs	word	401		
thereof	word	401		
moya	word	400		
leury	word	400		
witness	word	400		
mouth	word	400		
fitts	word	400		
faltered	word	400		
lightly	word	400		
valid	word	400		
exercising	word	400		
fading	word	400		
equipped	word	400		
famers	word	400		
intensity	word	400		
crossing	word	400		
gott	word	400		
neidert	word	399		
jhonny	word	399		
inspire	word	399		
gms	word	399		
regularity	word	399		
flaw	word	399		
soderstrom	word	399		
coincidentally	word	399		
yearly	word	399		
wrinkle	word	399		
coleman	word	399		
thor	word	398		
taxi	word	398		
enviable	word	398		
scratching	word	398		
reeling	word	398		
grounds	word	398		
judgment	word	398		
hummel	word	398		
considers	word	398		
darling	word	397		
carp	word	397		
plunked	word	397		
heated	word	397		
divided	word	397		
jair	word	397		
bloated	word	397		
strop	word	396		
skipped	word	396		
purchase	word	396		
rapid	word	396		
explosion	word	396		
sealed	word	396		
boring	word	396		
broadly	word	396		
thairo	word	396		
raking	word	396		
morabito	word	396		
hens	word	395		
regained	word	395		
floating	word	395		
banuelos	word	395		
mcfarland	word	395		
controlling	word	395		
wynns	word	395		
entice	word	394		
christi	word	394		
tallying	word	394		
buyer	word	394		
janes	word	394		
endless	word	394		
recoup	word	394		
glimpses	word	394		
lopsided	word	394		
transitioned	word	394		
prototypical	word	394		
signals	word	393		
garza	word	393		
revisit	word	393		
tremendously	word	393		
stopping	word	393		
kolby	word	393		
transitioning	word	393		
swirling	word	393		
study	word	393		
chi	word	392		
blaine	word	392		
homering	word	392		
referring	word	392		
proverbial	word	392		
negatives	word	392		
underperformed	word	392		
brighter	word	392		
appel	word	391		
household	word	391		
preston	word	391		
hyped	word	391		
thrilling	word	391		
clubbed	word	391		
surpassing	word	391		
prolific	word	391		
recommended	word	391		
suitable	word	391		
masterful	word	391		
situational	word	391		
insert	word	391		
pierce	word	391		
backwards	word	391		
showcasing	word	391		
protocols	word	390		
burke	word	390		
recurring	word	390		
district	word	390		
mountain	word	390		
margins	word	390		
goeddel	word	389		
kristian	word	389		
cavalli	word	389		
inquirer	word	389		
zolecki	word	389		
catalyst	word	389		
recapture	word	389		
estimation	word	389		
assembled	word	389		
vierling	word	389		
spanning	word	389		
koji	word	388		
flores	word	388		
roenicke	word	388		
weber	word	388		
lethal	word	388		
ramifications	word	388		
squared	word	388		
frequency	word	388		
habit	word	388		
downplayed	word	388		
rants	word	387		
banda	word	387		
analyst	word	387		
english	word	387		
lynch	word	387		
guard	word	387		
pocket	word	387		
fandom	word	387		
fancred	word	386		
mills	word	386		
fedko	word	386		
cardenas	word	386		
blankenhorn	word	386		
understood	word	386		
ticking	word	386		
mildly	word	386		
onward	word	386		
aggressiveness	word	386		
awfully	word	386		
crowe	word	385		
competitiveness	word	385		
killing	word	385		
elements	word	385		
locastro	word	385		
whiffing	word	385		
conine	word	385		
gradually	word	385		
yadi	word	384		
survived	word	384		
goose	word	384		
backward	word	384		
destroyed	word	384		
adept	word	384		
visitors	word	384		
thriving	word	384		
someday	word	384		
blows	word	384		
tincaps	word	383		
lb	word	383		
arguing	word	383		
sheet	word	383		
arises	word	383		
counterpart	word	383		
criticized	word	383		
magnitude	word	383		
grain	word	383		
chases	word	383		
smoothly	word	383		
bevy	word	383		
fenech	word	382		
lindblom	word	382		
gerardo	word	382		
embark	word	382		
mammoth	word	382		
resolution	word	382		
flawed	word	382		
td	word	382		
unrealistic	word	382		
taught	word	382		
sting	word	382		
driver	word	382		
shopped	word	382		
digging	word	382		
taker	word	382		
norms	word	382		
spirit	word	382		
shall	word	382		
montes	word	382		
bumps	word	382		
blade	word	382		
avilan	word	381		
jbj	word	381		
accomplishments	word	381		
tipping	word	381		
horrific	word	381		
sixteen	word	381		
locate	word	381		
ruined	word	381		
otherworldly	word	381		
signaled	word	381		
remotely	word	381		
avenues	word	381		
nervous	word	381		
joshua	word	381		
ewing	word	381		
participated	word	381		
baldwin	word	380		
lions	word	380		
xslg	word	380		
connecting	word	380		
redemption	word	380		
bleeding	word	380		
revenge	word	380		
soul	word	380		
invaluable	word	380		
assuredly	word	380		
vaunted	word	380		
cylinders	word	380		
conventional	word	380		
swiping	word	380		
tebow	word	379		
eeles	word	379		
heir	word	379		
allan	word	379		
abad	word	379		
ailment	word	379		
bona	word	379		
josiah	word	379		
shakeup	word	379		
couch	word	379		
attacking	word	379		
supposedly	word	379		
booth	word	378		
photo	word	378		
fuel	word	378		
erceg	word	377		
analyze	word	377		
curry	word	377		
sported	word	377		
kranick	word	377		
compliment	word	377		
reactions	word	377		
taj	word	377		
beane	word	376		
periods	word	376		
morneau	word	376		
analytical	word	376		
explaining	word	376		
dilemma	word	376		
trash	word	376		
oregon	word	376		
sounded	word	376		
foster	word	376		
milestones	word	376		
televised	word	376		
brosseau	word	375		
unpredictable	word	375		
lawlar	word	375		
spenders	word	375		
unload	word	374		
users	word	374		
sorely	word	374		
file	word	374		
blasting	word	374		
conditioning	word	374		
wash	word	374		
rutherford	word	373		
determination	word	373		
graduated	word	373		
blossomed	word	373		
accumulating	word	373		
flow	word	373		
cage	word	373		
roansy	word	373		
chihuahuas	word	372		
prince	word	372		
exiting	word	372		
ohio	word	372		
timed	word	372		
sdi	word	371		
secondly	word	371		
gee	word	371		
schultz	word	371		
packing	word	371		
converting	word	371		
dierkes	word	371		
shedding	word	371		
reinsdorf	word	371		
located	word	371		
squarely	word	371		
strict	word	371		
haudricourt	word	370		
forefront	word	370		
wallach	word	370		
shutouts	word	370		
blip	word	370		
eclipsed	word	370		
inner	word	370		
clemente	word	370		
conjunction	word	370		
shook	word	370		
blessed	word	370		
mckay	word	370		
obtained	word	369		
multiyear	word	369		
shoot	word	369		
banks	word	369		
sloppy	word	369		
leo	word	369		
marcus	word	369		
kolek	word	369		
kinley	word	369		
sideline	word	369		
killed	word	369		
threatening	word	369		
ballgames	word	368		
exceptions	word	368		
fences	word	368		
gods	word	368		
ain	word	368		
facto	word	368		
cristopher	word	368		
piling	word	368		
moon	word	368		
caa	word	368		
mahtook	word	367		
ethier	word	367		
fetched	word	367		
cracks	word	367		
pruitt	word	367		
arte	word	367		
designation	word	367		
daunting	word	367		
benny	word	366		
contain	word	366		
lookout	word	366		
erasmo	word	366		
rivas	word	366		
spiked	word	366		
audio	word	366		
grading	word	366		
justice	word	366		
shuster	word	366		
rumours	word	365		
openly	word	365		
mick	word	365		
nov	word	365		
wrapping	word	365		
prospective	word	365		
label	word	365		
mate	word	365		
bracket	word	365		
woodford	word	365		
iteration	word	365		
viewing	word	365		
contained	word	365		
dreaded	word	365		
barrero	word	365		
mcbroom	word	364		
ozzie	word	364		
espinoza	word	364		
polar	word	364		
haunt	word	364		
yepez	word	364		
hop	word	364		
vulnerable	word	364		
decently	word	364		
grateful	word	364		
emerson	word	364		
smoker	word	363		
drug	word	363		
teenager	word	363		
legends	word	363		
pencil	word	363		
sulser	word	363		
mayers	word	363		
horn	word	363		
delgado	word	363		
nori	word	362		
spoiler	word	362		
thanksgiving	word	362		
virtue	word	362		
thunder	word	362		
linger	word	362		
mccosky	word	362		
afterward	word	362		
concrete	word	362		
guns	word	362		
pannone	word	362		
waves	word	362		
stout	word	362		
debarge	word	361		
monte	word	361		
trivino	word	361		
solidly	word	361		
bastian	word	361		
ineffectiveness	word	361		
excluding	word	361		
repaired	word	361		
referred	word	361		
graduate	word	361		
qualities	word	361		
investing	word	361		
yulieski	word	360		
erie	word	360		
laced	word	360		
cameo	word	360		
studded	word	360		
execution	word	360		
balloting	word	360		
videos	word	360		
basabe	word	359		
suggestion	word	359		
debacle	word	359		
dougherty	word	359		
argues	word	359		
registering	word	359		
forst	word	359		
oswaldo	word	359		
showdown	word	359		
bucks	word	359		
preliminary	word	359		
stardom	word	359		
shuckers	word	358		
suntrust	word	358		
fifty	word	358		
expert	word	358		
undeniable	word	358		
knight	word	358		
breakthrough	word	358		
worries	word	358		
subtracting	word	358		
showings	word	358		
predictable	word	358		
measly	word	358		
walden	word	357		
pcl	word	357		
disciplined	word	357		
denard	word	357		
memorial	word	357		
fetch	word	357		
charges	word	357		
promises	word	357		
fide	word	357		
conscious	word	357		
scenes	word	357		
proposals	word	357		
claudio	word	356		
simulation	word	356		
excuses	word	356		
heralded	word	356		
rhett	word	356		
muller	word	356		
reads	word	356		
decimated	word	356		
ban	word	356		
nears	word	356		
entertainment	word	356		
triggered	word	356		
tempting	word	356		
rotating	word	356		
victorious	word	356		
lambert	word	356		
defeating	word	355		
elieser	word	355		
describes	word	355		
sneaky	word	355		
